id,publication_year,cited_by_count,author_ids
https://openalex.org/W4309672241,2022,11,"['https://openalex.org/A5011588754', 'https://openalex.org/A5048181040', 'https://openalex.org/A5054519023', 'https://openalex.org/A5055446394', 'https://openalex.org/A5027079032', 'https://openalex.org/A5014647140']"
https://openalex.org/W2158526526,2009,27,"['https://openalex.org/A5014647140', 'https://openalex.org/A5011256345']"
https://openalex.org/W3102637508,2008,22,"['https://openalex.org/A5014647140', 'https://openalex.org/A5101810876', 'https://openalex.org/A5110702582']"
https://openalex.org/W1729157025,2011,16,"['https://openalex.org/A5082953212', 'https://openalex.org/A5045620226', 'https://openalex.org/A5014647140']"
https://openalex.org/W3105389172,2013,14,"['https://openalex.org/A5037488679', 'https://openalex.org/A5014647140']"
https://openalex.org/W2004939650,2010,13,"['https://openalex.org/A5014647140', 'https://openalex.org/A5000038347', 'https://openalex.org/A5032779977']"
https://openalex.org/W3047315229,2021,35,"['https://openalex.org/A5084930117', 'https://openalex.org/A5012787401', 'https://openalex.org/A5055805371', 'https://openalex.org/A5047404909', 'https://openalex.org/A5078987306', 'https://openalex.org/A5002034958', 'https://openalex.org/A5040821463']"
https://openalex.org/W2104824734,2007,22,"['https://openalex.org/A5014455711', 'https://openalex.org/A5047404909', 'https://openalex.org/A5037145133']"
https://openalex.org/W2047850274,1983,202,"['https://openalex.org/A5039227814', 'https://openalex.org/A5109996323', 'https://openalex.org/A5030330229', 'https://openalex.org/A5085974313']"
https://openalex.org/W2127724524,2008,182,"['https://openalex.org/A5033228279', 'https://openalex.org/A5027732920', 'https://openalex.org/A5113666096', 'https://openalex.org/A5066553010', 'https://openalex.org/A5082887117', 'https://openalex.org/A5006111595', 'https://openalex.org/A5077519787', 'https://openalex.org/A5030330229']"
https://openalex.org/W2114912188,1978,160,"['https://openalex.org/A5030330229', 'https://openalex.org/A5054670072', 'https://openalex.org/A5086663147']"
https://openalex.org/W2137586668,2009,116,"['https://openalex.org/A5090704136', 'https://openalex.org/A5030330229', 'https://openalex.org/A5113699933', 'https://openalex.org/A5111920393']"
https://openalex.org/W1966684598,1990,71,"['https://openalex.org/A5030330229', 'https://openalex.org/A5004372354', 'https://openalex.org/A5015177696', 'https://openalex.org/A5053902878']"
https://openalex.org/W2060941195,2000,53,"['https://openalex.org/A5053039076', 'https://openalex.org/A5071183914', 'https://openalex.org/A5108501586', 'https://openalex.org/A5016026205', 'https://openalex.org/A5014406538', 'https://openalex.org/A5030330229']"
https://openalex.org/W2095942641,2008,25,['https://openalex.org/A5030330229']
https://openalex.org/W1965702119,1992,12,"['https://openalex.org/A5110926636', 'https://openalex.org/A5030330229', 'https://openalex.org/A5112936208', 'https://openalex.org/A5113578168']"
https://openalex.org/W1997786910,1995,12,"['https://openalex.org/A5110926636', 'https://openalex.org/A5109906660', 'https://openalex.org/A5112936208', 'https://openalex.org/A5030330229', 'https://openalex.org/A5113578168']"
https://openalex.org/W2105956334,2004,11,"['https://openalex.org/A5048456963', 'https://openalex.org/A5001753624', 'https://openalex.org/A5060611338', 'https://openalex.org/A5057025370']"
https://openalex.org/W4312065168,2022,61,"['https://openalex.org/A5064296964', 'https://openalex.org/A5077079119', 'https://openalex.org/A5069454833', 'https://openalex.org/A5069999998', 'https://openalex.org/A5103706325', 'https://openalex.org/A5000679279']"
https://openalex.org/W2305957822,2016,62,"['https://openalex.org/A5064296964', 'https://openalex.org/A5043639182', 'https://openalex.org/A5111367077', 'https://openalex.org/A5075956753']"
https://openalex.org/W4309697951,2022,11,"['https://openalex.org/A5064296964', 'https://openalex.org/A5077079119', 'https://openalex.org/A5069454833', 'https://openalex.org/A5069999998', 'https://openalex.org/A5076633756', 'https://openalex.org/A5000679279']"
https://openalex.org/W2188021097,2014,16,"['https://openalex.org/A5046561315', 'https://openalex.org/A5064296964', 'https://openalex.org/A5033977409', 'https://openalex.org/A5038699799', 'https://openalex.org/A5073189960', 'https://openalex.org/A5103326255']"
https://openalex.org/W2069352675,1929,61,"['https://openalex.org/A5039188573', 'https://openalex.org/A5011035455']"
https://openalex.org/W3155596533,2021,61,"['https://openalex.org/A5068497573', 'https://openalex.org/A5002607503', 'https://openalex.org/A5008888392', 'https://openalex.org/A5054960661', 'https://openalex.org/A5011035455', 'https://openalex.org/A5105508446', 'https://openalex.org/A5081476701', 'https://openalex.org/A5033081182', 'https://openalex.org/A5052965447']"
https://openalex.org/W3105381247,2019,31,"['https://openalex.org/A5053273786', 'https://openalex.org/A5011035455', 'https://openalex.org/A5065531884', 'https://openalex.org/A5013827698']"
https://openalex.org/W2053829680,2014,22,"['https://openalex.org/A5011035455', 'https://openalex.org/A5047381329']"
https://openalex.org/W2804797131,2018,21,"['https://openalex.org/A5011035455', 'https://openalex.org/A5053273786', 'https://openalex.org/A5027673966', 'https://openalex.org/A5022224624']"
https://openalex.org/W3105072392,2020,18,"['https://openalex.org/A5038355456', 'https://openalex.org/A5011035455', 'https://openalex.org/A5013827698']"
https://openalex.org/W2060387722,2006,34,"['https://openalex.org/A5036326592', 'https://openalex.org/A5011035455', 'https://openalex.org/A5084285136', 'https://openalex.org/A5082736897']"
https://openalex.org/W614114729,2012,23,['https://openalex.org/A5011035455']
https://openalex.org/W1998377814,1994,32,['https://openalex.org/A5011035455']
https://openalex.org/W2031459992,1991,28,"['https://openalex.org/A5011035455', 'https://openalex.org/A5011594562', 'https://openalex.org/A5091507247']"
https://openalex.org/W1968262646,1996,29,"['https://openalex.org/A5041527676', 'https://openalex.org/A5011035455', 'https://openalex.org/A5078385045']"
https://openalex.org/W2091271795,2004,358,"['https://openalex.org/A5018463374', 'https://openalex.org/A5034438905', 'https://openalex.org/A5018997782']"
https://openalex.org/W2374989452,2016,179,"['https://openalex.org/A5077308157', 'https://openalex.org/A5011644452', 'https://openalex.org/A5089836433', 'https://openalex.org/A5034438905', 'https://openalex.org/A5049923911']"
https://openalex.org/W2051113535,2009,185,"['https://openalex.org/A5113931019', 'https://openalex.org/A5048624715', 'https://openalex.org/A5034438905', 'https://openalex.org/A5050591562', 'https://openalex.org/A5027208547', 'https://openalex.org/A5114377276']"
https://openalex.org/W1979868049,2014,100,"['https://openalex.org/A5049833225', 'https://openalex.org/A5005203311', 'https://openalex.org/A5046740363', 'https://openalex.org/A5083317378', 'https://openalex.org/A5060956412', 'https://openalex.org/A5087416292', 'https://openalex.org/A5034438905']"
https://openalex.org/W3122148888,2021,94,"['https://openalex.org/A5008069881', 'https://openalex.org/A5034438905', 'https://openalex.org/A5046740363']"
https://openalex.org/W4281713645,2022,39,"['https://openalex.org/A5088450787', 'https://openalex.org/A5005203311', 'https://openalex.org/A5060001295', 'https://openalex.org/A5034438905']"
https://openalex.org/W57515738,2002,178,"['https://openalex.org/A5018997782', 'https://openalex.org/A5020228087', 'https://openalex.org/A5034438905']"
https://openalex.org/W2129275255,2008,123,"['https://openalex.org/A5087414125', 'https://openalex.org/A5034438905', 'https://openalex.org/A5010700730', 'https://openalex.org/A5013430806']"
https://openalex.org/W2124271299,2008,119,"['https://openalex.org/A5018997782', 'https://openalex.org/A5034438905']"
https://openalex.org/W2054819651,2001,114,"['https://openalex.org/A5018997782', 'https://openalex.org/A5034438905']"
https://openalex.org/W2148168171,2006,102,"['https://openalex.org/A5006816982', 'https://openalex.org/A5034438905', 'https://openalex.org/A5067907002']"
https://openalex.org/W2124432274,2014,60,"['https://openalex.org/A5050007067', 'https://openalex.org/A5057258772', 'https://openalex.org/A5034168264', 'https://openalex.org/A5034438905', 'https://openalex.org/A5037705025']"
https://openalex.org/W2533805525,2016,57,"['https://openalex.org/A5053075762', 'https://openalex.org/A5005203311', 'https://openalex.org/A5049833225', 'https://openalex.org/A5056061208', 'https://openalex.org/A5034438905']"
https://openalex.org/W4353031803,2023,14,"['https://openalex.org/A5028947868', 'https://openalex.org/A5044384041', 'https://openalex.org/A5057258772', 'https://openalex.org/A5087416292', 'https://openalex.org/A5034438905', 'https://openalex.org/A5067907002']"
https://openalex.org/W4289526539,2022,18,"['https://openalex.org/A5046740363', 'https://openalex.org/A5082570842', 'https://openalex.org/A5008069881', 'https://openalex.org/A5025875701', 'https://openalex.org/A5034438905']"
https://openalex.org/W2093420665,2006,62,"['https://openalex.org/A5039603242', 'https://openalex.org/A5034438905', 'https://openalex.org/A5103102883', 'https://openalex.org/A5053780989', 'https://openalex.org/A5109502227']"
https://openalex.org/W2149042973,2006,61,"['https://openalex.org/A5028228267', 'https://openalex.org/A5034438905', 'https://openalex.org/A5034841736']"
https://openalex.org/W2146242877,2009,54,"['https://openalex.org/A5102925121', 'https://openalex.org/A5110902415', 'https://openalex.org/A5034438905', 'https://openalex.org/A5028228267', 'https://openalex.org/A5111382324', 'https://openalex.org/A5030800326', 'https://openalex.org/A5077971011', 'https://openalex.org/A5103010678', 'https://openalex.org/A5041978782']"
https://openalex.org/W2782056464,2020,28,"['https://openalex.org/A5079691184', 'https://openalex.org/A5026189028', 'https://openalex.org/A5034438905']"
https://openalex.org/W2084936315,1995,58,"['https://openalex.org/A5034438905', 'https://openalex.org/A5081339724']"
https://openalex.org/W2054448886,2013,34,"['https://openalex.org/A5037705025', 'https://openalex.org/A5034438905', 'https://openalex.org/A5056061208']"
https://openalex.org/W1522553070,2015,33,"['https://openalex.org/A5101537306', 'https://openalex.org/A5008137780', 'https://openalex.org/A5006567376', 'https://openalex.org/A5001069190', 'https://openalex.org/A5034438905']"
https://openalex.org/W2738731628,2017,31,"['https://openalex.org/A5004960501', 'https://openalex.org/A5034438905', 'https://openalex.org/A5007055406', 'https://openalex.org/A5110556893', 'https://openalex.org/A5056061208']"
https://openalex.org/W3096619286,2020,25,"['https://openalex.org/A5034335070', 'https://openalex.org/A5015065118', 'https://openalex.org/A5076480796', 'https://openalex.org/A5000520577', 'https://openalex.org/A5034438905']"
https://openalex.org/W2068391309,1999,57,"['https://openalex.org/A5034438905', 'https://openalex.org/A5109032892', 'https://openalex.org/A5018997782', 'https://openalex.org/A5002140263']"
https://openalex.org/W1965058873,1998,54,"['https://openalex.org/A5002140263', 'https://openalex.org/A5109032892', 'https://openalex.org/A5110391802', 'https://openalex.org/A5034438905']"
https://openalex.org/W2057634840,2002,53,['https://openalex.org/A5034438905']
https://openalex.org/W2996041295,2020,22,"['https://openalex.org/A5077308157', 'https://openalex.org/A5011644452', 'https://openalex.org/A5034438905', 'https://openalex.org/A5089836433']"
https://openalex.org/W2928652170,2019,20,"['https://openalex.org/A5080133532', 'https://openalex.org/A5026733218', 'https://openalex.org/A5067052414', 'https://openalex.org/A5034438905']"
https://openalex.org/W2165439176,2015,18,"['https://openalex.org/A5048727765', 'https://openalex.org/A5000933035', 'https://openalex.org/A5034438905']"
https://openalex.org/W2344353682,2016,17,"['https://openalex.org/A5060850927', 'https://openalex.org/A5085897470', 'https://openalex.org/A5046456153', 'https://openalex.org/A5058962672', 'https://openalex.org/A5043911021', 'https://openalex.org/A5034438905', 'https://openalex.org/A5077924811']"
https://openalex.org/W2113952314,2003,34,"['https://openalex.org/A5020228087', 'https://openalex.org/A5018997782', 'https://openalex.org/A5034438905']"
https://openalex.org/W2099151635,2013,18,"['https://openalex.org/A5067820257', 'https://openalex.org/A5007822070', 'https://openalex.org/A5056061208', 'https://openalex.org/A5035329084', 'https://openalex.org/A5034438905', 'https://openalex.org/A5032448943', 'https://openalex.org/A5009999606', 'https://openalex.org/A5067498065']"
https://openalex.org/W2163264934,2011,18,"['https://openalex.org/A5068593287', 'https://openalex.org/A5046292035', 'https://openalex.org/A5050702492', 'https://openalex.org/A5034438905']"
https://openalex.org/W2977689067,2019,15,"['https://openalex.org/A5102895452', 'https://openalex.org/A5034438905', 'https://openalex.org/A5013501141', 'https://openalex.org/A5030806697', 'https://openalex.org/A5014987797', 'https://openalex.org/A5109794045', 'https://openalex.org/A5103205115']"
https://openalex.org/W2001040334,1998,28,"['https://openalex.org/A5018997782', 'https://openalex.org/A5034438905']"
https://openalex.org/W4252979688,2014,13,"['https://openalex.org/A5049833225', 'https://openalex.org/A5005203311', 'https://openalex.org/A5046740363', 'https://openalex.org/A5083317378', 'https://openalex.org/A5060956412', 'https://openalex.org/A5087416292', 'https://openalex.org/A5034438905']"
https://openalex.org/W3119551960,2021,11,"['https://openalex.org/A5065745442', 'https://openalex.org/A5055445056', 'https://openalex.org/A5034438905']"
https://openalex.org/W2977116788,2019,11,"['https://openalex.org/A5080133532', 'https://openalex.org/A5026733218', 'https://openalex.org/A5067052414', 'https://openalex.org/A5034438905']"
https://openalex.org/W3124224687,2011,11,"['https://openalex.org/A5026189028', 'https://openalex.org/A5034438905']"
https://openalex.org/W2126058386,1999,14,"['https://openalex.org/A5062249099', 'https://openalex.org/A5034438905']"
https://openalex.org/W2049239544,1998,12,"['https://openalex.org/A5002140263', 'https://openalex.org/A5034438905']"
https://openalex.org/W2963593158,2010,14,"['https://openalex.org/A5086011172', 'https://openalex.org/A5020860817', 'https://openalex.org/A5036322121']"
https://openalex.org/W2969828666,2019,35,"['https://openalex.org/A5016819382', 'https://openalex.org/A5075314395', 'https://openalex.org/A5002362611']"
https://openalex.org/W2974188208,2019,22,"['https://openalex.org/A5075314395', 'https://openalex.org/A5075507724', 'https://openalex.org/A5016819382', 'https://openalex.org/A5002362611']"
https://openalex.org/W2043890595,2006,1120,"['https://openalex.org/A5025218537', 'https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W2154656661,2010,785,"['https://openalex.org/A5024684865', 'https://openalex.org/A5014075764', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5105987948', 'https://openalex.org/A5111987183']"
https://openalex.org/W1965715402,2004,687,"['https://openalex.org/A5061287527', 'https://openalex.org/A5014662127', 'https://openalex.org/A5016146759', 'https://openalex.org/A5046546654']"
https://openalex.org/W2096296558,2005,523,"['https://openalex.org/A5061287527', 'https://openalex.org/A5014662127', 'https://openalex.org/A5016146759', 'https://openalex.org/A5046546654']"
https://openalex.org/W2118027753,2012,418,"['https://openalex.org/A5034406723', 'https://openalex.org/A5014662127', 'https://openalex.org/A5036258938', 'https://openalex.org/A5069885186', 'https://openalex.org/A5074039936', 'https://openalex.org/A5021346979']"
https://openalex.org/W3103423414,2019,248,"['https://openalex.org/A5052553537', 'https://openalex.org/A5063367289', 'https://openalex.org/A5014662127', 'https://openalex.org/A5027706684']"
https://openalex.org/W3102665918,2018,219,"['https://openalex.org/A5032539868', 'https://openalex.org/A5014662127']"
https://openalex.org/W3106390811,2015,203,"['https://openalex.org/A5032539868', 'https://openalex.org/A5080298742', 'https://openalex.org/A5076015541', 'https://openalex.org/A5020199695', 'https://openalex.org/A5059871346', 'https://openalex.org/A5014662127']"
https://openalex.org/W2069033904,2008,263,"['https://openalex.org/A5045667142', 'https://openalex.org/A5014662127']"
https://openalex.org/W2046759954,2007,206,"['https://openalex.org/A5025218537', 'https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W1988115140,2010,174,"['https://openalex.org/A5014075764', 'https://openalex.org/A5014662127', 'https://openalex.org/A5022368086']"
https://openalex.org/W1998645798,2011,152,"['https://openalex.org/A5055467664', 'https://openalex.org/A5014075764', 'https://openalex.org/A5022368086', 'https://openalex.org/A5014662127']"
https://openalex.org/W2100346081,2012,138,"['https://openalex.org/A5070491108', 'https://openalex.org/A5014662127', 'https://openalex.org/A5036281933', 'https://openalex.org/A5025218537']"
https://openalex.org/W2102720960,2010,134,"['https://openalex.org/A5036258938', 'https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5074039936', 'https://openalex.org/A5021346979']"
https://openalex.org/W3102362948,2013,105,"['https://openalex.org/A5014075764', 'https://openalex.org/A5114812323', 'https://openalex.org/A5114812324', 'https://openalex.org/A5069885186', 'https://openalex.org/A5014662127']"
https://openalex.org/W2075296772,1998,157,['https://openalex.org/A5014662127']
https://openalex.org/W3105201228,2005,154,"['https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W1980096014,2005,138,"['https://openalex.org/A5031236554', 'https://openalex.org/A5070657345', 'https://openalex.org/A5014662127', 'https://openalex.org/A5010904023', 'https://openalex.org/A5103634351']"
https://openalex.org/W2033167326,2006,130,"['https://openalex.org/A5025218537', 'https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W2027953518,2006,127,"['https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W2766699661,2018,81,"['https://openalex.org/A5026205409', 'https://openalex.org/A5016146759', 'https://openalex.org/A5014662127']"
https://openalex.org/W1790187478,2015,66,"['https://openalex.org/A5032539868', 'https://openalex.org/A5080298742', 'https://openalex.org/A5069885186', 'https://openalex.org/A5014662127']"
https://openalex.org/W3105712299,2020,53,"['https://openalex.org/A5054507372', 'https://openalex.org/A5070009875', 'https://openalex.org/A5022272025', 'https://openalex.org/A5069885186', 'https://openalex.org/A5026420819', 'https://openalex.org/A5014662127']"
https://openalex.org/W2024072743,2006,103,"['https://openalex.org/A5035958229', 'https://openalex.org/A5068182184', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W2061477898,2007,80,"['https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W3015254786,2020,46,"['https://openalex.org/A5024727802', 'https://openalex.org/A5039839867', 'https://openalex.org/A5061068995', 'https://openalex.org/A5062586638', 'https://openalex.org/A5014662127']"
https://openalex.org/W4221121132,2022,23,"['https://openalex.org/A5023522777', 'https://openalex.org/A5084435682', 'https://openalex.org/A5084761980', 'https://openalex.org/A5014662127', 'https://openalex.org/A5030021140']"
https://openalex.org/W4321610262,2023,13,"['https://openalex.org/A5056777216', 'https://openalex.org/A5014662127', 'https://openalex.org/A5065682719']"
https://openalex.org/W4360610916,2023,13,"['https://openalex.org/A5014442059', 'https://openalex.org/A5052553537', 'https://openalex.org/A5052543412', 'https://openalex.org/A5014662127', 'https://openalex.org/A5063367289']"
https://openalex.org/W2799236316,2019,37,"['https://openalex.org/A5076677417', 'https://openalex.org/A5041066777', 'https://openalex.org/A5014662127']"
https://openalex.org/W3197720864,2022,20,"['https://openalex.org/A5079120539', 'https://openalex.org/A5028904221', 'https://openalex.org/A5014662127']"
https://openalex.org/W3133497741,2022,19,"['https://openalex.org/A5014662127', 'https://openalex.org/A5085643411', 'https://openalex.org/A5052553537', 'https://openalex.org/A5084793824']"
https://openalex.org/W2981317643,2019,32,"['https://openalex.org/A5024727802', 'https://openalex.org/A5052639456', 'https://openalex.org/A5014662127', 'https://openalex.org/A5062586638']"
https://openalex.org/W3103719083,2013,31,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W1911575375,2015,26,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186']"
https://openalex.org/W3045230311,2020,21,"['https://openalex.org/A5014662127', 'https://openalex.org/A5069885186', 'https://openalex.org/A5002020728', 'https://openalex.org/A5015080044', 'https://openalex.org/A5082358191']"
https://openalex.org/W2085355296,1996,44,"['https://openalex.org/A5014662127', 'https://openalex.org/A5038411636', 'https://openalex.org/A5037000437']"
https://openalex.org/W1863638426,2010,31,"['https://openalex.org/A5024279638', 'https://openalex.org/A5069885186', 'https://openalex.org/A5111987183', 'https://openalex.org/A5014662127', 'https://openalex.org/A5074716096']"
https://openalex.org/W1591156915,2005,33,"['https://openalex.org/A5002960328', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5046546654']"
https://openalex.org/W2010486269,2007,31,"['https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W2034486705,2007,29,"['https://openalex.org/A5014662127', 'https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5070657345']"
https://openalex.org/W2103612043,2010,26,"['https://openalex.org/A5111987183', 'https://openalex.org/A5069885186', 'https://openalex.org/A5014662127', 'https://openalex.org/A5024279638', 'https://openalex.org/A5087122544', 'https://openalex.org/A5074716096']"
https://openalex.org/W2106914588,2009,24,"['https://openalex.org/A5048471401', 'https://openalex.org/A5014662127', 'https://openalex.org/A5053938061', 'https://openalex.org/A5033081182']"
https://openalex.org/W2798408360,2018,18,"['https://openalex.org/A5026205409', 'https://openalex.org/A5014662127', 'https://openalex.org/A5016146759']"
https://openalex.org/W2318456035,2006,23,"['https://openalex.org/A5068182184', 'https://openalex.org/A5070657345', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127']"
https://openalex.org/W1992769793,2009,18,"['https://openalex.org/A5068182184', 'https://openalex.org/A5014662127', 'https://openalex.org/A5016146759']"
https://openalex.org/W3167598717,2021,11,"['https://openalex.org/A5015890874', 'https://openalex.org/A5037740780', 'https://openalex.org/A5014662127', 'https://openalex.org/A5005995116', 'https://openalex.org/A5004020397']"
https://openalex.org/W2032910171,2001,20,"['https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W2963404827,2006,17,"['https://openalex.org/A5025218537', 'https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W2148687915,2005,16,"['https://openalex.org/A5068182184', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5070657345']"
https://openalex.org/W2039630366,2007,12,"['https://openalex.org/A5025218537', 'https://openalex.org/A5014662127', 'https://openalex.org/A5061287527', 'https://openalex.org/A5046546654']"
https://openalex.org/W4301005589,2007,12,"['https://openalex.org/A5065851230', 'https://openalex.org/A5035958229', 'https://openalex.org/A5014662127', 'https://openalex.org/A5013083666']"
https://openalex.org/W3032693158,2020,38,"['https://openalex.org/A5017717665', 'https://openalex.org/A5032323046', 'https://openalex.org/A5086339706', 'https://openalex.org/A5045118643', 'https://openalex.org/A5050037591']"
https://openalex.org/W3127193030,2021,23,"['https://openalex.org/A5032323046', 'https://openalex.org/A5014213664', 'https://openalex.org/A5044389898', 'https://openalex.org/A5050037591']"
https://openalex.org/W1987228002,2010,3047,"['https://openalex.org/A5100744117', 'https://openalex.org/A5080830598', 'https://openalex.org/A5022334515', 'https://openalex.org/A5038976962']"
https://openalex.org/W1972309850,2005,2193,['https://openalex.org/A5038976962']
https://openalex.org/W2018049970,2003,2085,"['https://openalex.org/A5007285525', 'https://openalex.org/A5038976962']"
https://openalex.org/W2141113219,2007,1867,"['https://openalex.org/A5041695925', 'https://openalex.org/A5082358191', 'https://openalex.org/A5063599487', 'https://openalex.org/A5054049660', 'https://openalex.org/A5108542568', 'https://openalex.org/A5065692438', 'https://openalex.org/A5044033087', 'https://openalex.org/A5038976962']"
https://openalex.org/W2277170616,2016,962,"['https://openalex.org/A5031928873', 'https://openalex.org/A5033843421', 'https://openalex.org/A5038976962']"
https://openalex.org/W3006753318,2020,739,"['https://openalex.org/A5046420137', 'https://openalex.org/A5047198701', 'https://openalex.org/A5056242621', 'https://openalex.org/A5038976962']"
https://openalex.org/W2073689275,2006,671,"['https://openalex.org/A5085604268', 'https://openalex.org/A5052367065', 'https://openalex.org/A5070503646', 'https://openalex.org/A5032860394', 'https://openalex.org/A5044511272', 'https://openalex.org/A5038976962']"
https://openalex.org/W2107407601,2007,653,['https://openalex.org/A5038976962']
https://openalex.org/W3098098882,2008,513,"['https://openalex.org/A5065819354', 'https://openalex.org/A5111672074', 'https://openalex.org/A5100383519', 'https://openalex.org/A5045287985', 'https://openalex.org/A5113594168', 'https://openalex.org/A5038976962']"
https://openalex.org/W1981949323,2011,493,['https://openalex.org/A5038976962']
https://openalex.org/W2104946322,2002,478,"['https://openalex.org/A5090696901', 'https://openalex.org/A5029186501', 'https://openalex.org/A5038976962']"
https://openalex.org/W3126074306,2000,460,"['https://openalex.org/A5062113881', 'https://openalex.org/A5007285525', 'https://openalex.org/A5113850996', 'https://openalex.org/A5066728847', 'https://openalex.org/A5038976962']"
https://openalex.org/W2044977617,2001,455,"['https://openalex.org/A5015614807', 'https://openalex.org/A5006225383', 'https://openalex.org/A5038976962', 'https://openalex.org/A5101587306']"
